code,day,sport,venue,zone,type,starts_at,ends_at,timezone,duration_minutes,ticketed,in_okc,num_events
FBL01,-2,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-12T00:00:00,2028-07-12T23:59:00,America/Los_Angeles,1439,True,False,1
FBL02,-2,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-12T00:00:00,2028-07-12T23:59:00,America/Los_Angeles,1439,True,False,1
FBL03,-2,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-12T00:00:00,2028-07-12T23:59:00,America/Los_Angeles,1439,True,False,1
FBL04,-2,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-12T00:00:00,2028-07-12T23:59:00,America/Los_Angeles,1439,True,False,1
FBL05,-2,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-12T00:00:00,2028-07-12T23:59:00,America/Los_Angeles,1439,True,False,1
FBL06,-2,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-12T00:00:00,2028-07-12T23:59:00,America/Los_Angeles,1439,True,False,1
CKT01,-2,Cricket,Fairgrounds Cricket Stadium,Pomona,Preliminary,2028-07-12T09:00:00,2028-07-12T12:30:00,America/Los_Angeles,210,True,False,1
HBL01,-2,Handball,Long Beach Arena,Long Beach,Preliminary,2028-07-12T09:00:00,2028-07-12T12:30:00,America/Los_Angeles,210,True,False,1
HOC01,-2,Hockey,Carson Field,Carson,Preliminary,2028-07-12T09:00:00,2028-07-12T14:00:00,America/Los_Angeles,300,True,False,1
RU701,-2,Rugby Sevens,Carson Stadium,Carson,Preliminary,2028-07-12T10:00:00,2028-07-12T13:00:00,America/Los_Angeles,180,True,False,1
WPO01,-2,Water Polo,Long Beach Aquatics Center,Long Beach,Preliminary,2028-07-12T10:00:00,2028-07-12T13:00:00,America/Los_Angeles,180,True,False,1
BKB01,-2,Basketball,Inglewood Dome,Inglewood,Preliminary,2028-07-12T12:00:00,2028-07-12T16:15:00,America/Los_Angeles,255,True,False,1
HBL02,-2,Handball,Long Beach Arena,Long Beach,Preliminary,2028-07-12T14:00:00,2028-07-12T17:30:00,America/Los_Angeles,210,True,False,1
WPO02,-2,Water Polo,Long Beach Aquatics Center,Long Beach,Preliminary,2028-07-12T14:30:00,2028-07-12T17:30:00,America/Los_Angeles,180,True,False,1
RU702,-2,Rugby Sevens,Carson Stadium,Carson,Preliminary,2028-07-12T16:00:00,2028-07-12T19:00:00,America/Los_Angeles,180,True,False,1
HOC02,-2,Hockey,Carson Field,Carson,Preliminary,2028-07-12T17:00:00,2028-07-12T22:00:00,America/Los_Angeles,300,True,False,1
BKB02,-2,Basketball,Inglewood Dome,Inglewood,Preliminary,2028-07-12T18:00:00,2028-07-12T19:45:00,America/Los_Angeles,105,True,False,1
CKT02,-2,Cricket,Fairgrounds Cricket Stadium,Pomona,Preliminary,2028-07-12T18:00:00,2028-07-12T21:30:00,America/Los_Angeles,210,True,False,1
HBL03,-2,Handball,Long Beach Arena,Long Beach,Preliminary,2028-07-12T19:00:00,2028-07-12T22:30:00,America/Los_Angeles,210,True,False,1
WPO03,-2,Water Polo,Long Beach Aquatics Center,Long Beach,Preliminary,2028-07-12T19:00:00,2028-07-12T22:00:00,America/Los_Angeles,180,True,False,1
BKB03,-2,Basketball,Inglewood Dome,Inglewood,Preliminary,2028-07-12T21:30:00,2028-07-12T23:15:00,America/Los_Angeles,105,True,False,1
FBL07,-1,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-13T00:00:00,2028-07-13T23:59:00,America/Los_Angeles,1439,True,False,1
FBL08,-1,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-13T00:00:00,2028-07-13T23:59:00,America/Los_Angeles,1439,True,False,1
FBL09,-1,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-13T00:00:00,2028-07-13T23:59:00,America/Los_Angeles,1439,True,False,1
FBL10,-1,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-13T00:00:00,2028-07-13T23:59:00,America/Los_Angeles,1439,True,False,1
FBL11,-1,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-13T00:00:00,2028-07-13T23:59:00,America/Los_Angeles,1439,True,False,1
FBL12,-1,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-13T00:00:00,2028-07-13T23:59:00,America/Los_Angeles,1439,True,False,1
FBL13,-1,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-13T00:00:00,2028-07-13T23:59:00,America/Los_Angeles,1439,True,False,1
FBL14,-1,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-13T00:00:00,2028-07-13T23:59:00,America/Los_Angeles,1439,True,False,1
CKT03,-1,Cricket,Fairgrounds Cricket Stadium,Pomona,Preliminary,2028-07-13T09:00:00,2028-07-13T12:30:00,America/Los_Angeles,210,True,False,1
HBL04,-1,Handball,Long Beach Arena,Long Beach,Preliminary,2028-07-13T09:00:00,2028-07-13T12:30:00,America/Los_Angeles,210,True,False,1
HOC03,-1,Hockey,Carson Field,Carson,Preliminary,2028-07-13T09:00:00,2028-07-13T14:00:00,America/Los_Angeles,300,True,False,1
RU703,-1,Rugby Sevens,Carson Stadium,Carson,Preliminary,2028-07-13T10:00:00,2028-07-13T13:00:00,America/Los_Angeles,180,True,False,1
WPO04,-1,Water Polo,Long Beach Aquatics Center,Long Beach,Preliminary,2028-07-13T10:00:00,2028-07-13T13:00:00,America/Los_Angeles,180,True,False,1
BSB01,-1,Baseball,Dodger Stadium,DTLA,Preliminary,2028-07-13T11:00:00,2028-07-13T14:00:00,America/Los_Angeles,180,True,False,1
BKB04,-1,Basketball,Inglewood Dome,Inglewood,Preliminary,2028-07-13T12:00:00,2028-07-13T16:15:00,America/Los_Angeles,255,True,False,1
HBL05,-1,Handball,Long Beach Arena,Long Beach,Preliminary,2028-07-13T14:00:00,2028-07-13T17:30:00,America/Los_Angeles,210,True,False,1
WPO05,-1,Water Polo,Long Beach Aquatics Center,Long Beach,Preliminary,2028-07-13T14:30:00,2028-07-13T17:30:00,America/Los_Angeles,180,True,False,1
RU704,-1,Rugby Sevens,Carson Stadium,Carson,Quarterfinal,2028-07-13T16:00:00,2028-07-13T19:00:00,America/Los_Angeles,180,True,False,2
HOC04,-1,Hockey,Carson Field,Carson,Preliminary,2028-07-13T17:00:00,2028-07-13T22:00:00,America/Los_Angeles,300,True,False,1
BKB05,-1,Basketball,Inglewood Dome,Inglewood,Preliminary,2028-07-13T18:00:00,2028-07-13T19:45:00,America/Los_Angeles,105,True,False,1
CKT04,-1,Cricket,Fairgrounds Cricket Stadium,Pomona,Preliminary,2028-07-13T18:00:00,2028-07-13T21:30:00,America/Los_Angeles,210,True,False,1
BSB02,-1,Baseball,Dodger Stadium,DTLA,Preliminary,2028-07-13T19:00:00,2028-07-13T22:00:00,America/Los_Angeles,180,True,False,1
HBL06,-1,Handball,Long Beach Arena,Long Beach,Preliminary,2028-07-13T19:00:00,2028-07-13T22:30:00,America/Los_Angeles,210,True,False,1
WPO06,-1,Water Polo,Long Beach Aquatics Center,Long Beach,Preliminary,2028-07-13T19:00:00,2028-07-13T22:00:00,America/Los_Angeles,180,True,False,1
BKB06,-1,Basketball,Inglewood Dome,Inglewood,Preliminary,2028-07-13T21:30:00,2028-07-13T23:15:00,America/Los_Angeles,105,True,False,1
CSL01,0,Canoe Slalom,OKC Whitewater Center,OKC,Preliminary,2028-07-14T09:00:00,2028-07-14T12:10:00,America/Chicago,190,True,True,2
FBL15,1,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-15T00:00:00,2028-07-15T23:59:00,America/Los_Angeles,1439,True,False,1
FBL16,1,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-15T00:00:00,2028-07-15T23:59:00,America/Los_Angeles,1439,True,False,1
FBL17,1,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-15T00:00:00,2028-07-15T23:59:00,America/Los_Angeles,1439,True,False,1
FBL18,1,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-15T00:00:00,2028-07-15T23:59:00,America/Los_Angeles,1439,True,False,1
FBL19,1,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-15T00:00:00,2028-07-15T23:59:00,America/Los_Angeles,1439,True,False,1
FBL20,1,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-15T00:00:00,2028-07-15T23:59:00,America/Los_Angeles,1439,True,False,1
SRF01,1,Surfing,Trestles State Beach,Trestles Beach,Preliminary,2028-07-15T07:00:00,2028-07-15T16:30:00,America/Los_Angeles,570,True,False,2
TRI01,1,Triathlon,Venice Beach,Venice,Final,2028-07-15T07:30:00,2028-07-15T10:10:00,America/Los_Angeles,160,True,False,1
BDM01,1,Badminton,Galen Center,Exposition Park,Preliminary,2028-07-15T08:00:00,2028-07-15T12:15:00,America/Los_Angeles,255,True,False,5
ATH01,1,Athletics (Track & Field),LA Memorial Coliseum,Exposition Park,Preliminary,2028-07-15T09:00:00,2028-07-15T13:30:00,America/Los_Angeles,270,True,False,9
VBV01,1,Beach Volleyball,Alamitos Beach Stadium,Long Beach,Preliminary,2028-07-15T09:00:00,2028-07-15T12:00:00,America/Los_Angeles,180,True,False,1
CKT05,1,Cricket,Fairgrounds Cricket Stadium,Pomona,Preliminary,2028-07-15T09:00:00,2028-07-15T12:30:00,America/Los_Angeles,210,True,False,1
EQU01,1,Equestrian,Santa Anita Park,Arcadia,Preliminary,2028-07-15T09:00:00,2028-07-15T11:30:00,America/Los_Angeles,150,True,False,1
FEN01,1,Fencing,LA Convention Center Hall 1,DTLA,Quarterfinal,2028-07-15T09:00:00,2028-07-15T15:40:00,America/Los_Angeles,400,True,False,8
HBL07,1,Handball,Long Beach Arena,Long Beach,Preliminary,2028-07-15T09:00:00,2028-07-15T12:30:00,America/Los_Angeles,210,True,False,1
HOC05,1,Hockey,Carson Field,Carson,Preliminary,2028-07-15T09:00:00,2028-07-15T14:00:00,America/Los_Angeles,300,True,False,1
MPN01,1,Modern Pentathlon,Valley Complex 2,Valley,Semifinal,2028-07-15T09:00:00,2028-07-15T13:30:00,America/Los_Angeles,270,True,False,1
VVO01,1,Volleyball,Honda Center,Anaheim,Preliminary,2028-07-15T09:00:00,2028-07-15T11:30:00,America/Los_Angeles,150,True,False,1
CSL02,1,Canoe Slalom,OKC Whitewater Center,OKC,Final,2028-07-15T10:00:00,2028-07-15T13:10:00,America/Chicago,190,True,True,2
JUD01,1,Judo,LA Convention Center Hall 2,DTLA,Preliminary,2028-07-15T10:00:00,2028-07-15T14:00:00,America/Los_Angeles,240,True,False,2
TTE01,1,Table Tennis,LA Convention Center Hall 3,DTLA,Preliminary,2028-07-15T10:00:00,2028-07-15T13:00:00,America/Los_Angeles,180,True,False,3
WPO07,1,Water Polo,Long Beach Aquatics Center,Long Beach,Preliminary,2028-07-15T10:00:00,2028-07-15T13:00:00,America/Los_Angeles,180,True,False,1
BMX01,1,BMX Racing,Valley Complex 4,Valley,Quarterfinal,2028-07-15T10:30:00,2028-07-15T12:50:00,America/Los_Angeles,140,True,False,4
BSB03,1,Baseball,Dodger Stadium,DTLA,Preliminary,2028-07-15T11:00:00,2028-07-15T14:00:00,America/Los_Angeles,180,True,False,1
GAR01,1,Artistic Gymnastics,DTLA Arena,DTLA,Preliminary,2028-07-15T11:30:00,2028-07-15T14:00:00,America/Los_Angeles,150,True,False,1
BKB07,1,Basketball,Inglewood Dome,Inglewood,Preliminary,2028-07-15T12:00:00,2028-07-15T16:15:00,America/Los_Angeles,255,True,False,1
BOX01,1,Boxing - Preliminary Stages,Peacock Theater,DTLA,Preliminary,2028-07-15T12:00:00,2028-07-15T14:30:00,America/Los_Angeles,150,True,False,6
ROW01,1,Rowing,Marine Stadium,Long Beach,Preliminary,2028-07-15T12:00:00,2028-07-15T13:50:00,America/Los_Angeles,110,True,False,3
RU705,1,Rugby Sevens,Carson Stadium,Carson,Semifinal,2028-07-15T13:00:00,2028-07-15T16:00:00,America/Los_Angeles,180,True,False,4
VVO02,1,Volleyball,Honda Center,Anaheim,Preliminary,2028-07-15T13:00:00,2028-07-15T15:30:00,America/Los_Angeles,150,True,False,1
SHO01,1,Shooting (Rifle & Pistol),Long Beach Target Shooting Hall,Long Beach,Final,2028-07-15T13:45:00,2028-07-15T21:00:00,America/Los_Angeles,435,True,False,4
BDM02,1,Badminton,Galen Center,Exposition Park,Preliminary,2028-07-15T14:00:00,2028-07-15T16:35:00,America/Los_Angeles,155,True,False,4
VBV02,1,Beach Volleyball,Alamitos Beach Stadium,Long Beach,Preliminary,2028-07-15T14:00:00,2028-07-15T18:00:00,America/Los_Angeles,240,True,False,1
FFB01,1,Flag Football,Exposition Park Stadium,Exposition Park,Preliminary,2028-07-15T14:00:00,2028-07-15T17:15:00,America/Los_Angeles,195,True,False,1
HBL08,1,Handball,Long Beach Arena,Long Beach,Preliminary,2028-07-15T14:00:00,2028-07-15T17:30:00,America/Los_Angeles,210,True,False,1
TTE02,1,Table Tennis,LA Convention Center Hall 3,DTLA,Preliminary,2028-07-15T14:30:00,2028-07-15T17:30:00,America/Los_Angeles,180,True,False,2
WPO08,1,Water Polo,Long Beach Aquatics Center,Long Beach,Preliminary,2028-07-15T14:30:00,2028-07-15T17:30:00,America/Los_Angeles,180,True,False,1
GAR02,1,Artistic Gymnastics,DTLA Arena,DTLA,Preliminary,2028-07-15T15:30:00,2028-07-15T18:00:00,America/Los_Angeles,150,True,False,1
JUD02,1,Judo,LA Convention Center Hall 2,DTLA,Final,2028-07-15T16:00:00,2028-07-15T19:00:00,America/Los_Angeles,180,True,False,8
EQU02,1,Equestrian,Santa Anita Park,Arcadia,Preliminary,2028-07-15T16:30:00,2028-07-15T19:00:00,America/Los_Angeles,150,True,False,1
ATH02,1,Athletics (Track & Field),LA Memorial Coliseum,Exposition Park,Final,2028-07-15T17:00:00,2028-07-15T20:20:00,America/Los_Angeles,200,True,False,9
VVO03,1,Volleyball,Honda Center,Anaheim,Preliminary,2028-07-15T17:00:00,2028-07-15T19:30:00,America/Los_Angeles,150,True,False,1
HOC06,1,Hockey,Carson Field,Carson,Preliminary,2028-07-15T17:30:00,2028-07-15T22:30:00,America/Los_Angeles,300,True,False,1
BKB08,1,Basketball,Inglewood Dome,Inglewood,Preliminary,2028-07-15T18:00:00,2028-07-15T19:45:00,America/Los_Angeles,105,True,False,1
CKT06,1,Cricket,Fairgrounds Cricket Stadium,Pomona,Preliminary,2028-07-15T18:00:00,2028-07-15T21:30:00,America/Los_Angeles,210,True,False,1
BDM03,1,Badminton,Galen Center,Exposition Park,Preliminary,2028-07-15T18:30:00,2028-07-15T23:05:00,America/Los_Angeles,275,True,False,4
FEN02,1,Fencing,LA Convention Center Hall 1,DTLA,Final,2028-07-15T18:30:00,2028-07-15T22:20:00,America/Los_Angeles,230,True,False,6
BSB04,1,Baseball,Dodger Stadium,DTLA,Preliminary,2028-07-15T19:00:00,2028-07-15T22:00:00,America/Los_Angeles,180,True,False,1
BOX02,1,Boxing - Preliminary Stages,Peacock Theater,DTLA,Preliminary,2028-07-15T19:00:00,2028-07-15T21:30:00,America/Los_Angeles,150,True,False,6
FFB02,1,Flag Football,Exposition Park Stadium,Exposition Park,Preliminary,2028-07-15T19:00:00,2028-07-15T22:15:00,America/Los_Angeles,195,True,False,1
HBL09,1,Handball,Long Beach Arena,Long Beach,Preliminary,2028-07-15T19:00:00,2028-07-15T22:30:00,America/Los_Angeles,210,True,False,1
RU706,1,Rugby Sevens,Carson Stadium,Carson,Final,2028-07-15T19:00:00,2028-07-15T21:30:00,America/Los_Angeles,150,True,False,4
WPO09,1,Water Polo,Long Beach Aquatics Center,Long Beach,Preliminary,2028-07-15T19:00:00,2028-07-15T22:00:00,America/Los_Angeles,180,True,False,1
GAR03,1,Artistic Gymnastics,DTLA Arena,DTLA,Preliminary,2028-07-15T19:30:00,2028-07-15T22:00:00,America/Los_Angeles,150,True,False,1
SQU01,1,Squash,Comcast Squash Center at Universal Studios,Universal City,Preliminary,2028-07-15T19:30:00,2028-07-15T23:15:00,America/Los_Angeles,225,True,False,1
TTE03,1,Table Tennis,LA Convention Center Hall 3,DTLA,Preliminary,2028-07-15T19:30:00,2028-07-15T22:30:00,America/Los_Angeles,180,True,False,2
VBV03,1,Beach Volleyball,Alamitos Beach Stadium,Long Beach,Preliminary,2028-07-15T20:00:00,2028-07-15T23:00:00,America/Los_Angeles,180,True,False,1
VVO04,1,Volleyball,Honda Center,Anaheim,Preliminary,2028-07-15T21:00:00,2028-07-15T23:30:00,America/Los_Angeles,150,True,False,1
BKB09,1,Basketball,Inglewood Dome,Inglewood,Preliminary,2028-07-15T21:30:00,2028-07-15T23:15:00,America/Los_Angeles,105,True,False,1
FBL21,2,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-16T00:00:00,2028-07-16T23:59:00,America/Los_Angeles,1439,True,False,1
FBL22,2,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-16T00:00:00,2028-07-16T23:59:00,America/Los_Angeles,1439,True,False,1
FBL23,2,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-16T00:00:00,2028-07-16T23:59:00,America/Los_Angeles,1439,True,False,1
FBL24,2,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-16T00:00:00,2028-07-16T23:59:00,America/Los_Angeles,1439,True,False,1
FBL25,2,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-16T00:00:00,2028-07-16T23:59:00,America/Los_Angeles,1439,True,False,1
FBL26,2,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-16T00:00:00,2028-07-16T23:59:00,America/Los_Angeles,1439,True,False,1
FBL27,2,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-16T00:00:00,2028-07-16T23:59:00,America/Los_Angeles,1439,True,False,1
FBL28,2,Football (Soccer) - Preliminary Stages,TBD,TBD,Preliminary,2028-07-16T00:00:00,2028-07-16T23:59:00,America/Los_Angeles,1439,True,False,1
SRF02,2,Surfing,Trestles State Beach,Trestles Beach,Preliminary,2028-07-16T07:00:00,2028-07-16T16:30:00,America/Los_Angeles,570,True,False,2
TRI02,2,Triathlon,Venice Beach,Venice,Final,2028-07-16T07:30:00,2028-07-16T10:00:00,America/Los_Angeles,150,True,False,1
BDM04,2,Badminton,Galen Center,Exposition Park,Preliminary,2028-07-16T08:00:00,2028-07-16T11:25:00,America/Los_Angeles,205,True,False,5
ATH03,2,Athletics (Track & Field),LA Memorial Coliseum,Exposition Park,Preliminary,2028-07-16T09:00:00,2028-07-16T12:00:00,America/Los_Angeles,180,True,False,9
VBV04,2,Beach Volleyball,Alamitos Beach Stadium,Long Beach,Preliminary,2028-07-16T09:00:00,2028-07-16T12:00:00,America/Los_Angeles,180,True,False,1
CSL03,2,Canoe Slalom,OKC Whitewater Center,OKC,Final,2028-07-16T09:00:00,2028-07-16T12:10:00,America/Chicago,190,True,True,2
EQU03,2,Equestrian,Santa Anita Park,Arcadia,Preliminary,2028-07-16T09:00:00,2028-07-16T11:30:00,America/Los_Angeles,150,True,False,1
FEN03,2,Fencing,LA Convention Center Hall 1,DTLA,Quarterfinal,2028-07-16T09:00:00,2028-07-16T16:20:00,America/Los_Angeles,440,True,False,8
HBL10,2,Handball,Long Beach Arena,Long Beach,Preliminary,2028-07-16T09:00:00,2028-07-16T12:30:00,America/Los_Angeles,210,True,False,1
HOC07,2,Hockey,Carson Field,Carson,Preliminary,2028-07-16T09:00:00,2028-07-16T14:00:00,America/Los_Angeles,300,True,False,1
MPN02,2,Modern Pentathlon,Valley Complex 2,Valley,Semifinal,2028-07-16T09:00:00,2028-07-16T13:30:00,America/Los_Angeles,270,True,False,1
VVO05,2,Volleyball,Honda Center,Anaheim,Preliminary,2028-07-16T09:00:00,2028-07-16T11:30:00,America/Los_Angeles,150,True,False,1
GAR04,2,Artistic Gymnastics,DTLA Arena,DTLA,Preliminary,2028-07-16T09:45:00,2028-07-16T13:35:00,America/Los_Angeles,230,True,False,1
DIV01,2,Diving,Rose Bowl Aquatics Center,Pasadena,Preliminary,2028-07-16T10:00:00,2028-07-16T12:30:00,America/Los_Angeles,150,True,False,1
JUD03,2,Judo,LA Convention Center Hall 2,DTLA,Preliminary,2028-07-16T10:00:00,2028-07-16T14:00:00,America/Los_Angeles,240,True,False,2
RU707,2,Rugby Sevens,Carson Stadium,Carson,Preliminary,2028-07-16T10:00:00,2028-07-16T13:00:00,America/Los_Angeles,180,True,False,1
TTE04,2,Table Tennis,LA Convention Center Hall 3,DTLA,Quarterfinal,2028-07-16T10:00:00,2028-07-16T13:00:00,America/Los_Angeles,180,True,False,3
WPO10,2,Water Polo,Long Beach Aquatics Center,Long Beach,Preliminary,2028-07-16T10:00:00,2028-07-16T13:00:00,America/Los_Angeles,180,True,False,1
BMX02,2,BMX Racing,Valley Complex 4,Valley,Final,2028-07-16T10:30:00,2028-07-16T13:00:00,America/Los_Angeles,150,True,False,4
BSB05,2,Baseball,Dodger Stadium,DTLA,Preliminary,2028-07-16T11:00:00,2028-07-16T14:00:00,America/Los_Angeles,180,True,False,1
BKB10,2,Basketball,Inglewood Dome,Inglewood,Preliminary,2028-07-16T12:00:00,2028-07-16T16:15:00,America/Los_Angeles,255,True,False,1
BOX03,2,Boxing - Preliminary Stages,Peacock Theater,DTLA,Preliminary,2028-07-16T12:00:00,2028-07-16T15:00:00,America/Los_Angeles,180,True,False,5
ROW02,2,Rowing,Marine Stadium,Long Beach,Preliminary,2028-07-16T12:00:00,2028-07-16T14:30:00,America/Los_Angeles,150,True,False,5
VVO06,2,Volleyball,Honda Center,Anaheim,Preliminary,2028-07-16T13:00:00,2028-07-16T15:30:00,America/Los_Angeles,150,True,False,1
SHO02,2,Shooting (Rifle & Pistol),Long Beach Target Shooting Hall,Long Beach,Final,2028-07-16T13:45:00,2028-07-16T21:00:00,America/Los_Angeles,435,True,False,4
BK301,2,3x3 Basketball,Valley Complex 3,Valley,Preliminary,2028-07-16T14:00:00,2028-07-16T16:00:00,America/Los_Angeles,120,True,False,2
BDM05,2,Badminton,Galen Center,Exposition Park,Preliminary,2028-07-16T14:00:00,2028-07-16T16:35:00,America/Los_Angeles,155,True,False,5
VBV05,2,Beach Volleyball,Alamitos Beach Stadium,Long Beach,Preliminary,2028-07-16T14:00:00,2028-07-16T18:00:00,America/Los_Angeles,240,True,False,1
FFB03,2,Flag Football,Exposition Park Stadium,Exposition Park,Preliminary,2028-07-16T14:00:00,2028-07-16T17:15:00,America/Los_Angeles,195,True,False,1
HBL11,2,Handball,Long Beach Arena,Long Beach,Preliminary,2028-07-16T14:00:00,2028-07-16T17:30:00,America/Los_Angeles,210,True,False,1
SAL01,2,Sailing (Windsurfing & Kite),Belmont Shore,Long Beach,Preliminary,2028-07-16T14:00:00,2028-07-16T20:00:00,America/Los_Angeles,360,True,False,2
WPO11,2,Water Polo,Long Beach Aquatics Center,Long Beach,Preliminary,2028-07-16T14:30:00,2028-07-16T17:30:00,America/Los_Angeles,180,True,False,1
GAR05,2,Artistic Gymnastics,DTLA Arena,DTLA,Preliminary,2028-07-16T15:05:00,2028-07-16T16:45:00,America/Los_Angeles,100,True,False,1
ATH04,2,Athletics (Track & Field),LA Memorial Coliseum,Exposition Park,Final,2028-07-16T15:15:00,2028-07-16T19:00:00,America/Los_Angeles,225,True,False,7
TTE05,2,Table Tennis,LA Convention Center Hall 3,DTLA,Preliminary,2028-07-16T15:30:00,2028-07-16T18:30:00,America/Los_Angeles,180,True,False,2
JUD04,2,Judo,LA Convention Center Hall 2,DTLA,Final,2028-07-16T16:00:00,2028-07-16T19:00:00,America/Los_Angeles,180,True,False,8
RU708,2,Rugby Sevens,Carson Stadium,Carson,Preliminary,2028-07-16T16:00:00,2028-07-16T19:00:00,America/Los_Angeles,180,True,False,1
HOC08,2,Hockey,Carson Field,Carson,Preliminary,2028-07-16T17:00:00,2028-07-16T22:00:00,America/Los_Angeles,300,True,False,1
VVO07,2,Volleyball,Honda Center,Anaheim,Preliminary,2028-07-16T17:00:00,2028-07-16T19:30:00,America/Los_Angeles,150,True,False,1
BK302,2,3x3 Basketball,Valley Complex 3,Valley,Preliminary,2028-07-16T17:30:00,2028-07-16T19:30:00,America/Los_Angeles,120,True,False,2
BDM06,2,Badminton,Galen Center,Exposition Park,Preliminary,2028-07-16T18:00:00,2028-07-16T23:05:00,America/Los_Angeles,305,True,False,5
BKB11,2,Basketball,Inglewood Dome,Inglewood,Preliminary,2028-07-16T18:00:00,2028-07-16T19:45:00,America/Los_Angeles,105,True,False,1
CKT07,2,Cricket,Fairgrounds Cricket Stadium,Pomona,Preliminary,2028-07-16T18:00:00,2028-07-16T21:30:00,America/Los_Angeles,210,True,False,1
GAR06,2,Artistic Gymnastics,DTLA Arena,DTLA,Preliminary,2028-07-16T18:15:00,2028-07-16T19:55:00,America/Los_Angeles,100,True,False,1
FEN04,2,Fencing,LA Convention Center Hall 1,DTLA,Final,2028-07-16T18:30:00,2028-07-16T22:40:00,America/Los_Angeles,250,True,False,6
BSB06,2,Baseball,Dodger Stadium,DTLA,Preliminary,2028-07-16T19:00:00,2028-07-16T22:00:00,America/Los_Angeles,180,True,False,1
BOX04,2,Boxing - Preliminary Stages,Peacock Theater,DTLA,Preliminary,2028-07-16T19:00:00,2028-07-16T22:00:00,America/Los_Angeles,180,True,False,5
FFB04,2,Flag Football,Exposition Park Stadium,Exposition Park,Preliminary,2028-07-16T19:00:00,2028-07-16T22:15:00,America/Los_Angeles,195,True,False,1
HBL12,2,Handball,Long Beach Arena,Long Beach,Preliminary,2028-07-16T19:00:00,2028-07-16T22:30:00,America/Los_Angeles,210,True,False,1
WPO12,2,Water Polo,Long Beach Aquatics Center,Long Beach,Preliminary,2028-07-16T19:00:00,2028-07-16T22:00:00,America/Los_Angeles,180,True,False,1
SQU02,2,Squash,Comcast Squash Center at Universal Studios,Universal City,Preliminary,2028-07-16T19:30:00,2028-07-16T23:15:00,America/Los_Angeles,225,True,False,1
VBV06,2,Beach Volleyball,Alamitos Beach Stadium,Long Beach,Preliminary,2028-07-16T20:00:00,2028-07-16T23:00:00,America/Los_Angeles,180,True,False,1
TTE06,2,Table Tennis,LA Convention Center Hall 3,DTLA,Semifinal,2028-07-16T20:15:00,2028-07-16T23:15:00,America/Los_Angeles,180,True,False,3
BK303,2,3x3 Basketball,Valley Complex 3,Valley,Preliminary,2028-07-16T21:00:00,2028-07-16T23:00:00,America/Los_Angeles,120,True,False,2
VVO08,2,Volleyball,Honda Center,Anaheim,Preliminary,2028-07-16T21:00:00,2028-07-16T23:30:00,America/Los_Angeles,150,True,False,1
GAR07,2,Artistic Gymnastics,DTLA Arena,DTLA,Preliminary,2028-07-16T21:25:00,2028-07-16T23:05:00,America/Los_Angeles,100,True,False,1
BKB12,2,Basketball,Inglewood Dome,Inglewood,Preliminary,2028-07-16T21:30:00,2028-07-16T23:15:00,America/Los_Angeles,105,True,False,1
SRF03,3,Surfing,Trestles State Beach,Trestles Beach,Preliminary,2028-07-17T07:00:00,2028-07-17T16:30:00,America/Los_Angeles,570,True,False,2
BDM07,3,Badminton,Galen Center,Exposition Park,Preliminary,2028-07-17T08:00:00,2028-07-17T11:25:00,America/Los_Angeles,205,True,False,5
EQU04,3,Equestrian,Santa Anita Park,Arcadia,Preliminary,2028-07-17T08:00:00,2028-07-17T11:30:00,America/Los_Angeles,210,True,False,1
